City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
452,Tefe,BR,-3.3542,-64.7114,89.71,70,40,4.61,scattered clouds
453,Hervey Bay,AU,-25.2986,152.8535,67.01,93,93,8.01,overcast clouds
454,Andra,RU,62.5147,65.8878,30.67,93,100,3.27,overcast clouds
455,Ulladulla,AU,-35.35,150.4667,52.7,73,13,4.27,few clouds
456,Progreso,MX,21.2833,-89.6667,92.1,58,1,10.58,clear sky
457,Ishim,RU,56.1128,69.4902,37.2,98,100,4.29,overcast clouds
458,Chicaman,GT,15.4,-90.7667,76.32,49,100,4.81,overcast clouds
459,Genhe,CN,50.7833,121.5167,32.65,50,82,3.8,broken clouds
460,Cascais,PT,38.6979,-9.4215,67.46,59,20,24.0,few clouds
461,Kerman,IR,30.2832,57.0788,67.86,32,20,4.61,few clouds
462,Troitskoye,RU,52.9821,84.6757,64.42,36,97,8.12,overcast clouds
463,Kotelnich,RU,58.3089,48.348,38.05,73,100,5.08,overcast clouds
464,Kuloy,RU,61.0305,42.4925,34.3,81,99,4.07,overcast clouds
465,Abu Samrah,SY,35.3029,37.1841,65.05,61,0,16.42,clear sky
466,Srednekolymsk,RU,67.45,153.6833,26.73,97,100,1.7,overcast clouds
467,Codrington,AU,-38.2667,141.9667,56.46,89,61,9.22,broken clouds
468,Vanimo,PG,-2.6741,141.3028,78.08,87,80,6.44,light rain
469,Sakakah,SA,29.9697,40.2064,81.97,21,0,12.28,clear sky
470,Puerto Escondido,MX,15.85,-97.0667,86.83,70,75,9.22,broken clouds
471,Pijijiapan,MX,15.7011,-93.23,92.84,48,75,8.01,broken clouds
472,Tobermory,CA,45.2501,-81.6665,43.75,71,100,23.89,overcast clouds
473,Blairmore,CA,49.6,-114.4353,47.32,87,100,4.61,overcast clouds
474,Alamogordo,US,32.8995,-105.9603,80.56,23,0,18.41,clear sky
475,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,68,12,2.77,few clouds
476,Koraput,IN,18.8167,82.7167,79.88,56,56,5.88,broken clouds
477,Nicoya,CR,10.1483,-85.452,87.46,58,100,3.53,overcast clouds
478,Sechelt,CA,49.4664,-123.7694,55.81,77,99,8.37,overcast clouds
479,Zhezkazgan,KZ,47.8043,67.7144,66.87,42,100,11.1,overcast clouds
480,Arroyo,ES,41.6096,-4.7969,73.15,41,20,3.44,few clouds
481,Kyra,RU,49.5776,111.9753,48.45,63,97,4.45,overcast clouds
482,Haapiti,PF,-17.5667,-149.8667,76.73,72,63,7.99,broken clouds
483,Maniitsoq,GL,65.4167,-52.9,29.79,66,20,10.07,few clouds
484,Erzin,TR,36.9559,36.2,63.79,93,76,2.48,moderate rain
485,Kasongo-Lunda,CD,-6.4667,16.8167,73.63,83,97,2.39,overcast clouds
486,Verkhoyansk,RU,67.5447,133.385,23.14,85,99,5.59,overcast clouds
487,Isangel,VU,-19.55,169.2667,78.71,89,100,3.94,overcast clouds
488,Paka,MY,4.6374,103.4368,76.93,94,100,0.0,overcast clouds
489,La Spezia,IT,44.1105,9.8434,64.08,62,70,6.38,broken clouds
490,Hovd,MN,48.0056,91.6419,57.36,18,97,7.7,overcast clouds
491,Igarka,RU,67.4667,86.5833,21.67,98,100,3.02,overcast clouds
492,Mendi,PG,-6.1761,143.6513,56.84,98,93,0.94,overcast clouds
493,Abaza,RU,52.655,90.0928,57.99,43,98,5.61,overcast clouds
494,Mwingi,KE,-0.9344,38.0601,71.96,71,91,8.39,overcast clouds
495,Tautira,PF,-17.7333,-149.15,79.47,74,62,7.31,broken clouds
496,Narsaq,GL,60.9167,-46.05,46.62,72,58,4.0,broken clouds
497,Anadyr,RU,64.75,177.4833,14.5,85,0,11.18,clear sky
498,Roma,US,43.2128,-75.4557,66.81,27,0,13.8,clear sky
499,Nelson,NZ,-41.2833,173.2833,60.69,100,89,1.01,overcast clouds
500,Pueblo Nuevo,MX,23.3833,-105.3833,74.91,10,67,6.76,broken clouds
501,Aykhal,RU,66.0,111.5,3.18,90,16,6.6,few clouds
502,Soe,ID,-9.8607,124.284,66.11,95,48,3.69,scattered clouds
503,Springville,US,40.1652,-111.6107,59.72,52,100,18.41,overcast clouds
504,Homer,US,59.6425,-151.5483,42.69,75,100,20.0,overcast clouds
505,Touros,BR,-5.1989,-35.4608,85.01,67,84,16.42,broken clouds
506,Alofi,NU,-19.0595,-169.9187,75.09,94,99,2.3,overcast clouds
507,Te Anau,NZ,-45.4167,167.7167,47.25,92,39,2.53,scattered clouds
508,Kailua,US,21.4022,-157.7394,75.18,84,75,17.27,moderate rain
509,Kilindoni,TZ,-7.9139,39.6668,82.06,72,99,16.62,overcast clouds
510,Lourdes,FR,43.1,-0.05,62.08,67,75,6.91,broken clouds
511,Tessalit,ML,20.1986,1.0114,92.32,8,5,16.2,clear sky
512,Dunedin,NZ,-45.8742,170.5036,56.8,91,27,3.47,scattered clouds
513,Hurghada,EG,27.2574,33.8129,80.28,32,0,11.1,clear sky
514,Molochnoye,RU,59.2917,39.6787,37.71,88,100,4.85,overcast clouds
515,Chumikan,RU,54.7183,135.315,26.85,96,100,1.07,overcast clouds
516,Birjand,IR,32.8663,59.2211,63.07,59,40,4.61,scattered clouds
517,Ginda,IN,30.6945,78.4932,59.95,63,99,7.16,overcast clouds
518,Iwanai,JP,42.9744,140.5089,42.06,92,66,1.3,broken clouds
519,Opuwo,NA,-18.0607,13.84,77.65,29,29,5.61,scattered clouds
520,Tisul,RU,55.7611,88.3122,42.96,77,100,15.88,overcast clouds
521,Prince George,CA,53.9166,-122.753,49.62,56,0,2.3,clear sky
522,Adrar,MR,20.5022,-10.0711,97.16,6,0,3.31,clear sky
523,Ngunguru,NZ,-35.6167,174.5,62.6,76,68,8.41,broken clouds
524,Nizhniy Tsasuchey,RU,50.5167,115.1333,48.85,55,96,6.71,overcast clouds
525,Luwuk,ID,-0.9516,122.7875,77.34,90,87,4.32,overcast clouds
526,Cap-Aux-Meules,CA,47.3821,-61.8597,35.65,93,100,23.02,light intensity drizzle
527,Egvekinot,RU,66.3167,-179.1667,3.27,83,16,10.51,few clouds
528,Chernyshevskiy,RU,63.0128,112.4714,8.04,95,19,3.98,few clouds
529,Vadso,NO,70.0744,29.7487,29.28,68,0,6.91,clear sky
530,Barnova,RO,47.0667,27.6167,60.73,45,0,6.91,clear sky
531,La Mira,MX,18.035,-102.3266,87.49,33,31,7.34,scattered clouds
532,Todos Santos,MX,23.45,-110.2167,69.84,58,70,7.05,broken clouds
533,Ilek,RU,51.5271,53.3831,44.47,52,59,8.75,broken clouds
534,Xining,CN,36.6167,101.7667,37.76,65,65,2.48,broken clouds
535,Garden City,US,42.3256,-83.331,68.9,72,75,5.75,broken clouds
536,Gayeri,BF,12.6497,0.4931,102.92,16,58,1.57,broken clouds
537,Bud,US,39.447,-86.1758,69.22,59,28,17.69,scattered clouds
538,Mawlaik,MM,23.6333,94.4167,76.08,65,83,1.68,broken clouds
539,Amga,RU,60.8953,131.9608,28.04,94,13,4.29,few clouds
540,Poronaysk,RU,49.2167,143.1167,31.8,85,73,1.28,broken clouds
541,Mutoko,ZW,-17.397,32.2268,63.19,64,53,9.33,broken clouds
542,Eureka,US,40.8021,-124.1637,59.2,76,3,5.01,clear sky
543,Morondava,MG,-20.2833,44.2833,77.16,68,0,14.32,clear sky
544,Chara,RU,56.9064,118.2631,39.81,87,100,3.58,overcast clouds
545,Khandyga,RU,62.6667,135.6,29.79,94,100,4.94,overcast clouds
546,Tartagal,AR,-22.5164,-63.8013,59.22,99,100,3.76,overcast clouds
547,Betera,ES,39.5833,-0.45,68.0,60,0,9.22,clear sky
548,Kupang,ID,-10.1667,123.5833,78.33,85,80,8.66,broken clouds
549,Monterey,US,36.2505,-121.2516,63.18,43,3,7.23,clear sky
550,Carlos Antonio Lopez,PY,-26.4,-54.7667,78.87,66,89,0.92,overcast clouds
551,Agadez,NE,19.75,10.25,95.34,9,43,10.4,scattered clouds
552,Bhadrachalam,IN,17.6667,80.8833,88.63,52,78,7.16,broken clouds
553,Aldan,RU,58.6031,125.3894,31.26,93,100,11.05,snow
554,Andenes,NO,69.3143,16.1194,33.78,93,100,13.8,light rain
555,Sistranda,NO,63.7256,8.834,48.16,86,100,28.03,overcast clouds
556,Dong Xoai,VN,11.5333,106.9167,75.54,96,100,4.41,overcast clouds
557,Piacabucu,BR,-10.4056,-36.4344,82.8,62,59,12.44,broken clouds
558,At-Bashi,KG,41.1702,75.8106,52.81,38,92,8.28,overcast clouds
559,Sabang,ID,5.8933,95.3214,83.66,75,96,22.5,overcast clouds
560,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,89.11,38,6,4.38,clear sky
561,San Rafael,AR,-34.6177,-68.3301,62.56,26,0,8.16,clear sky
562,Tazovskiy,RU,67.4667,78.7,14.49,95,63,9.31,broken clouds
563,Quimper,FR,48.0,-4.1,61.38,51,0,4.61,clear sky
564,Mount Pleasant,US,32.7941,-79.8626,84.09,57,0,9.22,clear sky
565,Zheleznogorsk-Ilimskiy,RU,56.5768,104.1217,34.48,92,100,4.45,overcast clouds
566,Sioux Lookout,CA,50.1001,-91.917,39.27,93,100,6.91,overcast clouds
567,Kandi,BJ,11.1342,2.9386,96.53,22,74,2.15,broken clouds
568,Olafsvik,IS,64.8945,-23.7142,39.24,58,67,16.93,broken clouds
569,Campina Grande Do Sul,BR,-25.3056,-49.0553,84.2,44,15,6.17,few clouds
570,Soyo,AO,-6.1349,12.3689,78.55,89,100,3.58,overcast clouds
571,Sampit,ID,-2.5333,112.95,76.19,95,99,2.68,moderate rain
572,Castelo Do Piaui,BR,-5.3222,-41.5525,88.0,48,53,2.48,light rain
573,Pathalgaon,IN,22.5667,83.4667,80.49,51,78,9.48,broken clouds
574,Oltenita,RO,44.0833,26.6333,54.73,62,82,9.31,broken clouds
575,Oskaloosa,US,41.2964,-92.6444,50.32,76,100,17.02,overcast clouds
576,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.0,74,75,5.75,broken clouds
577,Bandarbeyla,SO,9.4942,50.8122,84.47,76,64,10.42,broken clouds
578,Erdemli,TR,36.605,34.3084,71.19,77,6,4.29,clear sky
579,Stonewall,CA,50.1344,-97.3268,37.78,93,100,18.79,overcast clouds
580,Thabazimbi,ZA,-24.5917,27.4116,66.2,44,50,2.93,scattered clouds
581,Leninogorsk,RU,54.6026,52.4609,35.56,57,42,4.14,scattered clouds
582,Hermiston,US,45.8404,-119.2895,60.1,70,0,5.75,clear sky
583,Walvis Bay,NA,-22.9575,14.5053,68.95,52,6,5.75,clear sky
584,Palmeira Das Missoes,BR,-27.8994,-53.3136,68.36,85,99,7.23,overcast clouds
585,Chapais,CA,49.7834,-74.8492,51.58,64,28,6.64,scattered clouds
586,Haverfordwest,GB,51.8017,-4.9691,54.05,88,100,4.0,overcast clouds
587,Brenham,US,30.1669,-96.3977,84.34,73,100,4.61,overcast clouds
588,Karymskoye,RU,51.6167,114.35,47.16,76,82,3.96,broken clouds
589,Pocone,BR,-16.2567,-56.6228,94.91,27,1,4.29,clear sky
590,Shikhazany,RU,55.5605,47.393,37.26,61,53,7.7,broken clouds
591,Luanda,AO,-8.8368,13.2343,80.6,83,20,10.36,few clouds
592,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,81,100,2.3,light rain
593,Northam,GB,51.0333,-4.2167,49.6,94,100,4.63,overcast clouds
594,Balykshi,KZ,47.0667,51.8667,59.0,41,0,17.9,clear sky
595,Parana,AR,-31.732,-60.5238,72.55,32,2,7.52,clear sky
596,Ust-Nera,RU,64.5667,143.2,20.93,97,87,4.36,overcast clouds
597,Santa Marta,CO,11.2408,-74.199,87.85,66,100,8.05,overcast clouds
598,Forestville,US,38.8451,-76.875,68.9,56,100,12.66,overcast clouds
599,Ploemeur,FR,47.7333,-3.4333,60.82,63,0,6.91,clear sky
600,Visby,SE,57.6409,18.296,48.42,49,0,3.44,clear sky
601,San Roque,ES,36.2107,-5.3842,76.03,44,0,11.5,clear sky
602,Altay,CN,47.8667,88.1167,55.35,27,71,11.1,broken clouds
603,Tigil,RU,57.8,158.6667,27.9,93,100,3.69,overcast clouds
604,Marmora,IT,44.4583,7.094,57.67,86,93,1.43,overcast clouds
605,Gibara,CU,21.1097,-76.1317,88.92,61,16,18.21,few clouds
606,Paulo Ramos,BR,-4.2167,-45.1833,81.18,87,58,3.4,broken clouds
607,Dotnuva,LT,55.35,23.9,48.88,89,100,3.8,overcast clouds
608,Victor Harbor,AU,-35.5667,138.6167,59.0,91,36,7.23,scattered clouds
609,Ingersoll,CA,43.0334,-80.883,52.59,92,100,14.07,overcast clouds
610,Atar,MR,20.5169,-13.0499,100.81,5,3,9.66,clear sky
611,Caucaia,BR,-3.7361,-38.6531,87.75,59,20,16.11,few clouds
612,Bombay,IN,19.0144,72.8479,85.98,79,40,9.22,haze
613,Chuy,UY,-33.6971,-53.4616,65.26,47,3,10.18,clear sky
614,Roald,NO,62.5833,6.1333,50.92,76,40,20.71,scattered clouds
615,Santa Cruz,BO,-17.8,-63.1667,86.05,54,75,17.27,broken clouds
616,Billings,US,45.7833,-108.5007,54.28,59,100,17.27,overcast clouds
617,Iiyama,JP,36.85,138.3667,46.15,94,87,2.06,overcast clouds
618,Shimoda,JP,34.6667,138.95,53.1,85,100,11.56,overcast clouds
619,San Alberto,CO,7.7611,-73.3922,87.57,70,82,3.76,broken clouds
620,Salaga,GH,8.5508,-0.5188,78.26,65,53,13.53,moderate rain
621,Kuching,MY,1.55,110.3333,79.02,89,40,5.01,light rain
622,Pierre,US,44.3683,-100.351,56.32,72,0,25.32,clear sky
623,Viransehir,TR,37.2353,39.7631,59.88,81,81,0.54,broken clouds
624,Carauari,BR,-4.8828,-66.8958,81.0,88,82,1.88,broken clouds
625,Kushima,JP,31.4583,131.2333,57.31,82,100,6.24,overcast clouds
626,Helong,CN,42.5397,128.9972,31.53,90,62,4.43,broken clouds
627,Kenai,US,60.5544,-151.2583,46.49,61,0,18.41,clear sky
628,Merritt,CA,50.1123,-120.7942,54.45,58,59,4.34,broken clouds
629,Artyom,AZ,40.4723,50.333,59.14,87,9,21.27,clear sky
630,Borovoy,RU,55.4333,86.0833,47.48,66,0,11.18,clear sky
631,Shu,KZ,43.5983,73.7614,70.38,38,99,4.88,overcast clouds
632,Yuzhno-Kurilsk,RU,44.0306,145.8556,39.43,90,100,20.02,overcast clouds
633,Rawlins,US,41.7911,-107.2387,50.36,46,75,14.97,broken clouds
634,Carutapera,BR,-1.195,-46.02,83.8,71,42,5.57,scattered clouds
635,Huarmey,PE,-10.0681,-78.1522,70.59,76,21,8.52,few clouds
636,Mae Hong Son,TH,19.3003,97.9685,77.0,73,70,0.63,broken clouds
637,Faya,SA,18.3851,42.4509,68.11,55,19,4.81,few clouds
638,La Sarre,CA,48.8002,-79.1996,55.35,51,100,13.04,overcast clouds
639,Porbandar,IN,21.6422,69.6093,84.16,83,0,12.06,clear sky
640,Kungurtug,RU,50.5994,97.5228,43.18,53,34,2.86,scattered clouds
641,Kakonko,TZ,-3.2828,30.9642,65.19,94,99,2.04,light rain
642,Tagusao,PH,9.1924,117.8141,79.72,85,82,3.53,broken clouds
643,Kysyl-Syr,RU,63.8986,122.7617,20.98,87,100,14.03,light snow
644,Antibes,FR,43.5624,7.1278,62.64,76,75,8.05,light rain
645,Orlik,RU,52.5178,99.825,40.1,65,77,3.89,broken clouds
646,Port Hardy,CA,50.6996,-127.4199,48.38,87,100,3.44,overcast clouds
647,Balaipungut,ID,1.05,101.2833,76.42,96,100,1.9,moderate rain
648,Anloga,GH,5.7947,0.8973,83.93,74,79,10.25,broken clouds
649,Oktyabrskiy,RU,54.4815,53.471,35.91,61,56,4.76,broken clouds
650,Quarai,BR,-30.3875,-56.4514,68.25,66,87,8.52,overcast clouds
651,Mengcheng,CN,33.2579,116.5655,51.94,62,69,8.99,broken clouds
652,Shaowu,CN,27.3409,117.4831,55.45,96,100,2.33,heavy intensity rain
653,Alice Springs,AU,-23.7,133.8833,56.75,67,40,4.61,scattered clouds
654,Xuddur,SO,4.1213,43.8894,75.29,73,98,4.99,overcast clouds
655,Mayo,US,38.8876,-76.5119,69.13,66,100,9.22,overcast clouds
656,Mana,GF,5.6592,-53.7767,83.19,66,62,11.83,broken clouds
657,Gorgan,IR,36.8387,54.4348,60.76,94,100,4.61,overcast clouds
658,Ilebo,CD,-4.3167,20.5833,71.74,96,76,0.98,broken clouds
659,Chalons-En-Champagne,FR,48.9539,4.3672,60.03,73,100,7.11,overcast clouds
660,Stornoway,GB,58.2093,-6.3865,53.92,80,40,10.36,scattered clouds
661,Lenger,KZ,42.183,69.8839,71.04,56,76,4.43,broken clouds
662,Lake Havasu City,US,34.4839,-114.3224,86.99,13,0,6.91,clear sky
663,Kizema,RU,61.113,44.8302,30.11,89,65,3.94,broken clouds
664,Itarema,BR,-2.9248,-39.9167,84.76,70,87,12.93,overcast clouds
665,Yarada,IN,17.65,83.2667,86.32,84,40,2.3,scattered clouds
666,Lubyany,RU,56.0378,51.4,35.96,63,31,4.65,scattered clouds
667,Lewistown,US,40.5992,-77.5714,57.72,85,40,0.0,light rain
668,Jardim,BR,-21.4803,-56.1381,91.45,27,17,5.73,few clouds
669,Manitouwadge,CA,49.1215,-85.8403,42.62,89,100,11.03,overcast clouds
670,Dongobesh,TZ,-4.0667,35.3833,57.51,93,62,8.52,broken clouds
671,Yar-Sale,RU,66.8333,70.8333,11.61,90,25,7.23,scattered clouds
672,Darhan,MN,49.4867,105.9228,58.03,31,99,4.88,overcast clouds
673,Berdigestyakh,RU,62.0989,126.6992,32.86,87,100,9.66,overcast clouds
674,Marawi,PH,7.9986,124.2928,69.55,95,94,0.69,overcast clouds
675,Nalut,LY,30.3333,10.85,63.97,49,67,17.45,broken clouds
676,Newberry,US,34.2746,-81.6187,81.86,62,45,9.8,scattered clouds
677,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,0,3.44,clear sky
678,Grindavik,IS,63.8424,-22.4338,43.27,61,0,12.66,clear sky
